#gene	differential_expression_T_test_p_value	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM
AC010547.9	0.024305230197696204	0.7497936616981066	0.4150911108421178	0.5789764054697142	1.111911557301055	0.8694656276499639	1.1415471362164185
AC010646.3	0.020532586862854182	2.9600596785882254	4.81313481863307	3.7485980627339166	7.244636074548232	9.058399690467377	6.446401245470362
AC010894.5	0.04190698885530497	0.045335688242994034	0.7164692284951754	0.21680602228461535	1.7466961081540326	0.8736860226335276	1.276536301255564
AC011558.5	0.011061196306403304	74.65953956450159	90.23960063919965	77.81582936819653	129.5106082342261	139.00145329423523	112.75925244324033
AC012314.8	0.02671839192041447	2.8286083544473914	2.96260036802923	2.5865029133718043	2.4400311977180014	2.091312880586474	2.30423267984916
AC012499.1	0.0114574336747294	0.5968550609750999	1.0859381575448375	0.26735325553800626	2.8644981393724227	1.8778058795821695	2.8124521273967424
AC013461.1	0.03553593326623462	2.213380535880881	1.857364865863965	2.045393207052412	2.624851390041506	2.30423267984916	2.7061442066527692
AC025171.1	0.004016988949910227	7.222565430404159	8.84194280612494	7.964663181020697	4.9680637363653215	4.094792606008524	3.7946142820630144
AC026202.3	0.01202876666007571	1.5422082808649928	1.791512228905889	1.3095027555993333	0.690021685768197	0.27148175643006095	0.8143526744105961
AC037459.4	0.006207710858115226	11.68052789340223	9.263943829663793	11.872480021977628	16.63460389192061	17.998104716572694	16.12383895467222
AC068580.6	0.008195563274562456	19.5657741738441	21.106073973940777	19.30719382369422	16.51339046008475	16.510050222183914	14.655604169581492
AC068831.15	0.018370385425205235	3.492163372689568	3.6501689447970924	4.73494678897763	1.603418528413499	2.2053746683461326	1.7216745790549737
AC073316.1	0.013198436068137025	0.6263571077691323	0.7082683926946158	0.09689982599301976	2.3421778943615004	2.7715539151202377	1.6902555195114275
AC083822.2	0.028148076337821612	1.5814119341433373	1.337316757092063	0.9026674435524294	0.11096268157339391	0.11923760452430816	0.11842863990480212
AC092597.3	0.01124548678651494	22.689406765033226	29.354410004300288	27.631418619463826	41.183885780311755	37.92839516849579	38.14227914370852
AC093818.1	0.03878973944630412	1.3188607018277059	1.3273917658973444	1.1219583527316306	0.5229730562564788	0.5232704009561083	0.9588668975066102
AC096949.1	0.04140418929332367	6.696421339014528	7.348736685922797	5.853717351015683	3.785447601662833	5.068873045112189	5.315647218572406
AC104655.3	0.042395927865637756	0.23499718191292096	0.26265805711862417	0.23287288503422823	1.0852322008785544	1.4312039353762305	2.00970815910672
AC116614.1	0.024374928866140837	38.67452549248508	31.37553970499107	35.52568830821509	45.93799136678499	42.18305664068023	46.539938311004136
ACAD10	0.026295481118619565	3.8939377539760183	3.901818158127894	4.134648138554247	3.3858765624748397	3.370288146769878	2.8901925136958297
ACAD8	0.04543189041946865	2.513695377572781	3.2672394552100705	2.331253737014555	1.9157201506722608	1.4042839353847747	1.5929646843257839
ACADSB	0.017229965186399025	11.19534496980937	12.850996248580431	11.834085019425453	8.884832641456354	9.96926197900507	9.578035915137027
ACAP3	0.017528088452852992	3.9310045843242523	4.811381688477296	4.633268214191566	5.418347769650076	6.190690664081419	5.958097642020501
ACBD5	0.002830361480602349	1.057656772662588	1.1626786446132586	1.1577379884016255	1.4640315327152729	1.4646146554795159	1.369186275565496
ACHE	0.030817795381678934	3.8492820809417476	2.073107156292959	3.711427226061327	6.3433402934545375	6.086822694293056	5.849315235628738
